,muon_eta,muon_id,muon_iso,muon_phi,muon_pt,passes_trigger
88,1.125145,0.0,170.63705,-2.6291778,9.364078,0
89,0.11723719,1.0,51.165756,0.7682773,21.580563,0
90,0.52051175,0.0,10.750931,1.8074402,7.715709,0
91,-1.0434393,0.0,79.341324,-2.5856173,4.451458,0
92,2.216041,0.0,53.804615,2.976766,5.0766306,0
93,-1.3677157,0.0,28.829697,-0.8090717,9.479044,0
94,2.2873588,0.0,0.0,0.89456606,0.78060913,0
95,-1.3258725,1.0,13.97123,2.7418878,27.889048,0
96,1.3188076,0.0,1.5046148,2.8402162,0.833558,0
97,1.6973755,0.0,1.1498379,0.9595726,3.2530243,0
98,2.1477544,0.0,0.0,2.0195699,0.8947611,0
99,1.4522353,1.0,0.8284147,0.94265664,5.4149866,0
100,-1.0933,0.0,7.5030932,-2.4288766,3.5035548,0
101,-0.08373995,1.0,72.11196,-0.44808683,5.2070084,0
102,-1.1629454,0.0,13.917616,-2.483079,3.3427842,0
103,1.2434623,1.0,108.57396,0.07027967,57.887802,0
104,2.236688,0.0,0.0,-0.37622786,1.6496459,0
105,-1.7131546,0.0,2.0864167,-0.6881316,1.0049282,0
106,1.4098824,0.0,0.739762,-0.22446175,2.5927827,0
107,-1.8760966,0.0,0.5652851,-1.3984756,1.8297815,0
108,-1.2412666,0.0,112.11107,-0.19036004,8.619441,0
109,2.058605,0.0,40.922863,-1.004062,5.0879564,0
110,-0.9054538,1.0,155.47772,1.1584153,4.634563,0
111,1.5335889,0.0,7.705182,2.396941,32.353523,0
112,-2.0771992,0.0,0.0,-3.074415,18.923044,0
113,1.5692827,0.0,1.340501,2.5448995,1.413848,0
114,2.18496,0.0,0.0,-1.1503315,1.499645,0
115,-0.010590658,1.0,0.4027053,-2.1161141,61.07697,1
116,-0.7723076,0.0,0.0,-2.8032763,7.1689067,0
117,-0.53154635,1.0,13.71192,-1.0613762,43.054947,0
118,-0.66337085,0.0,0.7793382,2.8289912,5.6023993,0
119,-0.47972846,0.0,0.8285271,0.4555152,0.27612704,0
120,-0.37015718,1.0,27.200092,-0.112721115,14.527523,0
